EIN	FISYR	NTEE	TOTALREVCURRENT	WEBSITE	TWITTERHANDLE
542058754	2015	C12	3747118.0	WWW.ncifund.ORG	['https://twitter.com/ncifund']
320155774	2014	C12	559402.0	www.wildbirdfund.org	[]
521601960	2014	C12	7865221.0	WWW.EARTHSHARE.ORG	[]
521601960	2014	C12	7865221.0	WWW.EARTHSHARE.ORG	[]
270950740	2014	C12	1100182.0	WWW.REDMOUNTAINPARK.ORG	['https://twitter.com/RedMountainPark']
860731684	2014	C12	181803.0	www.efaz.org	[]
931001285	2014	C12	600784.0	WWW.EARTHSHARE-OREGON.ORG	[]
222976811	2015	C1230	1021759.0	www.davisfoundations.org	[]
830307408	2015	C1230	236482.0	WWW.JHONEFLY.ORG	[]
200335383	2014	C1230	238838.0	WWW.MAKECONSERVATIONCOUNT.ORG	[]
481093293	2015	C1230	369535.0	KANSASWILDSCAPE.ORG	[]
330750177	2014	C1230	1851177.0	WWW.THELIVINGCOAST.ORG	['https://twitter.com/thelivingcoast']
841597206	2014	C1230	82818.0	SAVEAGORILLA.ORG	[]
943217738	2014	C1230	1764602.0	www.conservenow.org	['https://twitter.com/ConserveNowOrg/lists/cpca-members']
946069890	2014	C1230	62137742.0	www.sierraclubfoundation.org	[]
330441816	2014	C1230	790018.0	lagunacanyon.org	['https://twitter.com/lagunacanyonfdn']
411693030	2014	C1230	711594.0	WWW.MNENVIROFUND.ORG	['https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2FMNEnviroFund%2Fphotos%2Fa.10151253315416474%2F10159075177261474%2F%3Ftype%3D3', 'https://twitter.com/MNEnviroFund']
201026956	2015	C1232	10515.0	THEOYSTERFESTIVAL.ORG	['https://twitter.com/theoysterfest']
113450363	2014	C1232	4840065.0	www.river.fund	['https://twitter.com/RiverFundNY']
542103707	2014	C1232	1894813.0	WWW.EASTBAYCOLLEGEFUND.ORG	[]
272691376	2014	C1232	510591.0	WWW.OCEANEXCHANGE.ORG	['https://twitter.com/TheOceanExch', 'https://twitter.com/TheOceanExch?ref_src=twsrc%5Etfw']
61794589	2015	C1232	229765.0	www.onthegroundglobal.org	['https://twitter.com/OTGglobal']
830337192	2015	C1235	334280.0	www.wrdf.org	[]
943280315	2014	C1236	2968622.0	http://www.gdfcf.org	['https://twitter.com/gdfcf_org']
451025044	2014	C1236	947267.0	WWW.GCFFUND.ORG	[]
311766444	2014	C1250	6751961.0	www.caseytrees.org	['http://twitter.com/caseytrees']
943179772	2014	C1260	5965000.0	WWW.ROSEFDN.ORG	['https://twitter.com/rosefoundation']
60990195	2014	C1260	4899651.0	WWW.CTENVIRONMENT.ORG	['https://twitter.com/SavetheSound']
421622670	2014	C19	4516672.0	www.sustainablecolorado.org	['https://twitter.com/thealliancecntr']
237437775	2015	C1960	1369150.0	www.sjma.org	[]
611321358	2014	C20	631017.0	WWW.KYPRIDE.ORG	[]
680414810	2015	C20	1162101.0	WWW.COOLROOFS.ORG	[]
272523757	2014	C20	374174.0	WWW.GCMONITOR.ORG	[]
330773524	2014	C20	5690855.0	www.natureandculture.org	['https://twitter.com/SavingNature']
731628865	2014	C20	2687504.0	WWW.GBRTRUST.ORG	['https://twitter.com/GBRTrust']
264061031	2014	C20	1741916.0	WWW.BASMAA.ORG	[]
800429122	2014	C20	551669.0	www.cleanairinstitute.org	['http://www.twitter.com/CleanAirInst', 'https://twitter.com/CleanAirInst/']
141885230	2014	C20	644285.0	WWW.USGBC-NCC.ORG	['https://twitter.com/usgbcncc', 'https://twitter.com/usgbc']
260554688	2015	C20	402998.0	WWW.GHGINSTITUTE.ORG	['https://twitter.com/ghginstitute']
371518655	2015	C20	671808.0	HTTP://AQUACLARA.ORG	[]
251833280	2015	C20	933131.0	WWW.3RIVERSWETWEATHER.COM	[]
453929881	2014	C20	6476641.0	WWW.MERCURYONE.ORG	['https://twitter.com/Mercury1Charity']
261382433	2014	C20	357132.0	WWW.HANFORDCHALLENGE.ORG	['https://twitter.com/#!/search?q=%23HanfordNews', 'https://twitter.com/HanfordC/status/1316515908827770886', 'https://twitter.com/RiverProtection', 'https://twitter.com/HanfordC/status/1317215025791078402', 'https://twitter.com/HanfordC/status/1316517612096909313', 'https://twitter.com/TriCityHerald', 'http://www.twitter.com/HanfordC/', 'https://twitter.com/HanfordC', 'https://twitter.com/HanfordC/status/1318299160685129728', 'https://twitter.com/HanfordC?lang=en']
412222581	2014	C20	2814335.0	WWW.THELAMBCENTER.ORG	['https://twitter.com/thelambcenter3']
237120567	2014	C20	693197.0	www.ccair.org	['https://twitter.com/cleanairca']
203712466	2014	C20	1815082.0	WWW.CEC-MI.ORG	[]
462032196	2014	C20	660682.0	WWW.BERKELEYEARTH.ORG	['https://twitter.com/berkeleyearth']
911613460	2015	C20	1254307.0	www.ecoss.org	['http://twitter.com/ecoss']
861037705	2014	C20	692787.0	WWW.AZWATER.ORG	['https://twitter.com/AZWater_org']
272916940	2014	C20	1683069.0	WWW.RESTORETHEEARTH.ORG	['https://twitter.com/', 'https://twitter.com/REF_Restores']
840740775	2014	C27	463944.0	www.highcountryconservation.org	['https://twitter.com/HC3Summit']
30375454	2014	C27	1403247.0	WWW.SMARTPOWER.ORG	[]
208773258	2014	C27	3666503.0	www.reusenetwork.org	[]
382224861	2015	C27	4776594.0	www.recycleannarbor.org	['https://twitter.com/recycleannarbor']
30367144	2014	C27	777543.0	WWW.NERC.ORG	['https://twitter.com/NERecycling']
463236193	2014	C27	521500.0	www.thepeersfoundation.org	[]
990293381	2014	C27	801284.0	WWW.RECYCLEHAWAII.ORG	[]
912141473	2014	C27	1701658.0	www.methowsalmon.org	[]
412021202	2014	C27	9996247.0	WWW.EUREKARECYCLING.ORG	[]
840740775	2015	C27	550294.0	WWW.HIGHCOUNTRYCONSERVATION.ORG	['https://twitter.com/HC3Summit']
371622018	2014	C27	2261500.0	WWW.RECYCLECURBSIDE.ORG	[]
840730811	2014	C27	6464584.0	WWW.ECOCYCLE.ORG	['https://twitter.com/ecocycle']
237137120	2014	C27	1102334.0	WWW.BRINGRECYCLING.ORG	[]
521625681	2014	C27	529927.0	WWW.INFINITYRECYCLING.ORG	[]
300785104	2015	C27	1520656.0	WWW.EXCHANGEORCAS.ORG	['https://twitter.com/ExchangeOrcas']
311566951	2013	C27	2403987.0	WWW.SODI.NET	[]
330852796	2015	C27	29755571.0	www.thereusepeople.org	[]
741696145	2014	C27	420176.0	WWW.ECOLOGY-ACTION.ORG	['https://twitter.com/EcologyActionTx']
870744940	2015	C27	4234240.0	WWW.ELECTRONICSRECYCLING.ORG	['https://twitter.com/NCERrecycle']
275071916	2015	C27	631098.0	www.bluestarrecyclers.org	[]
520901863	2015	C30	4940793.0	WWW.ELI.ORG	['https://twitter.com/ELIORG']
510101678	2015	C30	10596371.0	DELAWAREWILDLANDS.ORG	['https://twitter.com/DEWildLands']
200674119	2014	C30	3956064.0	WWW.WHITEFISHLEGACY.ORG	['https://twitter.com/whitefishtrail']
131624102	2014	C30	115240284.0	www.audubon.org	"[""https://twitter.com/share?url=/&text=Join me and help save %23birds. Learn more about @audubonsociety's work to protect the habitat that supports us all: http://audubon.org"", 'https://twitter.com/audubonsociety']"
943302335	2014	C30	5109189.0	www.riverpartners.org	['https://twitter.com/River_Partners']
942889684	2014	C30	11170199.0	www.earthisland.org	['https://twitter.com/earthisland']
251324559	2014	C30	3719520.0	WWW.ASWP.ORG	[]
133500609	2015	C30	12853049.0	www.rainforesttrust.org	[]
581494098	2015	C30	3453258.0	nccoast.org	['https://twitter.com/nccoastalfed']
371473291	2014	C30	8009250.0	WWW.USACONSERVATION.ORG	['https://twitter.com/usaconservation']
954116679	2014	C30	11662654.0	WWW.SAVEOURPLANET.ORG	[]
237204806	2014	C30	5649534.0	WWW.OYSTERRECOVERY.ORG	['http://twitter.com/oysterrecovery']
530259796	2015	C30	9928255.0	www.deltawaterfowl.org	['https://twitter.com/DeltaWaterfowl']
237204806	2014	C30	5649534.0	WWW.OYSTERRECOVERY.ORG	['http://twitter.com/oysterrecovery']
208924520	2015	C30	6458250.0	www.conservationlands.org	[]
271693939	2014	C30	6931974.0	WWW.COMPATIBLELANDS.NET	[]
540846925	2015	C30	4052640.0	WWW.RUFFEDGROUSESOCIETY.ORG	['https://twitter.com/RGS_AWS']
264812778	2015	C30	5466213.0	WWW.GRANDFATHER.COM/FOUNDATION	['http://twitter.com/grandfathermtn']
42373794	2014	C30	10917264.0	WWW.NANTUCKETCONSERVATION.COM	['https://twitter.com/eftycom']
521454182	2014	C30	9391170.0	WWW.CBTRUST.ORG	['https://twitter.com/baytrust']
204046238	2014	C32	1675915.0	WWW.IRWP.ORG	['https://twitter.com/intent/follow?original_referer=http%3A%2F%2Fwww.irwp.org%2F&region=follow_link&screen_name=irwatershed&tw_p=followbutton&variant=2.0']
135643799	2014	C32	209619176.0	WWW.DUCKS.ORG	['https://twitter.com/DucksUnlimited']
232683110	2015	C32	5878061.0	WWW.EARTHCONSERVANCY.ORG	[]
931298800	2014	C32	1900967.0	WWW.PUR.ORG	[]
135643799	2014	C32	209619176.0	WWW.DUCKS.ORG	['https://twitter.com/DucksUnlimited']
201437259	2015	C32	3547915.0	HTTP://WWW.PENOBSCOTRIVER.ORG/	['https://twitter.com/NRCMenvironment']
841600705	2014	C32	1746496.0	www.watershedschool.org	['https://twitter.com/watershed_co']
860851827	2015	C32	7363931.0	WWW.GREATBASINLANDANDWATER.ORG	[]
570841167	2014	C32	1767734.0	www.scwa.org	['https://twitter.com/SC_Waterfowl']
201501256	2015	C32	1994521.0	www.mkwc.org	[]
912081300	2015	C32	1939344.0	WWW.CCANDR.ORG	[]
912009004	2014	C32	42341520.0	WWW.DUCKS.ORG	['https://twitter.com/DucksUnlimited']
451066585	2014	C32	10185934.0	WWW.THEWATERINSTITUTE.ORG	['https://twitter.com/TheH2OInstitute']
570841167	2015	C32	1881292.0	www.scwa.org	['https://twitter.com/SC_Waterfowl']
680259824	2014	C32	2311191.0	WWW.PCFWWRA.ORG	[]
941149574	2014	C32	19111750.0	www.calwaterfowl.org	['https://twitter.com/CalWaterfowl']
237055674	2014	C32	1736764.0	nashuariverwatershed.org	[]
522211305	2014	C32	5171622.0	WWW.AMAZONCONSERVATION.ORG	['https://twitter.com/ACA_DC']
911818748	2015	C32	2047669.0	WWW.TRUCKEERIVERWC.ORG	[]
453809317	2015	C32	3150427.0	WWW.EOHWC.ORG	[]
262948288	2015	C34	3924877.0	HTTP://WWW.SALTPROPERTY.COM	['https://twitter.com/SALTHousing']
943140861	2014	C34	6190570.0	WWW.COLUMBIALANDTRUST.ORG	['https://twitter.com/ColumbiaNature']
42105780	2014	C34	32160862.0	WWW.THETRUSTEES.ORG	['http://www.twitter.com/thetrustees']
454433321	2015	C34	58017217.0	WWW.STPAL.ORG	[]
236272818	2014	C34	11907642.0	WWW.NATLANDS.ORG	['https://twitter.com/natlands/']
680256981	2014	C34	4124943.0	www.bylt.org	['https://twitter.com/BearYuba']
42664297	2015	C34	7437716.0	ECGA.ORG	[]
742138785	2014	C34	12271505.0	WWW.JHLANDTRUST.ORG	[]
942155097	2014	C34	8506068.0	WWW.SEMPERVIRENS.ORG	['https://twitter.com/SempervirensFnd']
942392007	2014	C34	31241599.0	HTTP://WWW.OPENSPACETRUST.ORG/	['https://twitter.com/postlandtrust/']
383038708	2014	C34	4063444.0	WWW.SWMLC.ORG	[]
222983688	2014	C34	5837598.0	WWW.FLLT.ORG	['https://twitter.com/FLLandTrust']
530167933	2014	C34	27281585.0	WWW.WILDERNESS.ORG	['https://twitter.com/Wilderness']
10425071	2015	C34	23218469.0	www.friendsofacadia.org	[]
232698266	2015	C34	10894898.0	www.northamericanlandtrust.org	[]
770077084	2014	C34	4171560.0	www.aglandconservancy.org	[]
330309722	2014	C34	5661379.0	WWW.PVPLC.ORG	['https://twitter.com/PVPLC']
582502695	2015	C34	6751022.0	www.blueridgeconservancy.org	['https://twitter.com/BRConservancy']
931186407	2014	C34	5132212.0	WWW.DESCHUTESLANDTRUST.ORG	['http://twitter.com/DesLandTrust']
621098890	2014	C34	9243856.0	www.appalachian.org	['https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F87934801351%2Fposts%2F10158541339071352%2F', 'https://twitter.com/SAHC', 'https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F87934801351%2Fposts%2F10158541317566352%2F']
841593046	2014	C35	2177785.0	www.swenergy.org	['https://twitter.com/southwestee', 'https://twitter.com/SouthwestEE']
208247917	2014	C35	943795.0	WWW.BLUEPLANETFOUNDATION.ORG	['https://twitter.com/blueplanetfound']
270891789	2014	C35	2745854.0	WWW.WINDENERGYFOUNDATION.ORG	[]
411513917	2014	C35	4910564.0	WWW.THENEC.ORG	['http://www.twitter.com/mncee']
273731338	2014	C35	2880366.0	WWW.NYCEEC.COM	['https://twitter.com/nyceec']
200943616	2014	C35	10852761.0	WWW.ENERGYCOALITION.ORG	['https://twitter.com/_TECTweets']
42611726	2014	C35	7451913.0	www.cetonline.org	['https://twitter.com/CETOnline']
223895009	2015	C35	1102865.0	www.ncgreenpower.org	['https://twitter.com/ncgp', 'https://twitter.com/NCGP']
270201126	2015	C35	1444395.0	WWW.GROUNDSWELL.ORG	['https://twitter.com/grndswell']
930770824	2014	C35	20872461.0	WWW.PECI.ORG	[]
810575115	2014	C35	1286748.0	WWW.CLEANTECHPARTNERS.ORG	[]
272378677	2014	C35	4679196.0	WWW.CLEANENERGYTRUST.ORG	['https://twitter.com/cleanenergytrst']
222547170	2014	C35	126687686.0	WWW.CSGRP.COM	[]
270891789	2015	C35	1646450.0	WWW.WINDENERGYFOUNDATION.ORG	[]
810361047	2014	C35	5248624.0	WWW.NCAT.ORG	['https://twitter.com/ncat_org', 'https://twitter.com/NCAT_ORG']
270029803	2014	C35	1441896.0	www.cleanenergystates.org	[]
391356152	2014	C35	45181096.0	WWW.WECCUSA.ORG	['https://twitter.com/_slipstreaminc_']
272422233	2015	C35	3159712.0	WWW.HOMEPERFORMANCE.ORG	['http://www.twitter.com/HPCTweets']
263507343	2014	C35	1786346.0	www.cleantechopen.org	['https://twitter.com/#!/cleantechopen']
452412035	2014	C35	2401637.0	WWW.CHIF.ORG	[]
205675573	2014	C36	136016.0	WWW.CYWOODSBAND.ORG	['https://twitter.com/cywoodsband?lang=en']
940843915	2014	C36	38507241.0	WWW.SAVETHEREDWOODS.ORG	['https://twitter.com/savetheredwoods/']
936034757	2015	C36	3186893.0	www.worldforestry.org	['https://twitter.com/World_Forestry']
161551639	2015	C36	380888.0	WWW.EPISCOPALSENIORLIFE.ORG	['https://twitter.com/eslc_rochester?lang=en']
263221530	2014	C36	1310793.0	WWW.RAINFORESTCOALITION.ORG	[]
611276913	2015	C36	2648946.0	WWW.KNLT.ORG	['https://twitter.com/kywildlands']
411366265	2014	C36	510033.0	WWW.PRAIRIEWOODSELC.ORG	[]
262497213	2015	C36	478829.0	www.forestpreservefoundation.org	['http://twitter.com/ForestPresFund', 'https://twitter.com/share']
223484753	2014	C36	702236.0	njtreefoundation.org	['https://twitter.com/NJTrees']
900108457	2014	C36	217239.0	WWW.HAWAIIFORESTINSTITUTE.ORG	['https://twitter.com/MahaloAina']
455133033	2015	C36	94066.0	FORESTCITYTHEATRE.COM	[]
943045180	2014	C36	4409618.0	WWW.RAN.ORG	['https://twitter.com/ran']
133377893	2014	C36	47704605.0	WWW.RAINFOREST-ALLIANCE.ORG	['https://twitter.com/RnfrstAlliance/status/1319617792333631489', 'https://twitter.com/RnfrstAlliance']
546031332	2015	C36	863860.0	WWW.VFEF.NET	[]
392010641	2015	C36	103110.0	WWW.KMLANDTRUST.ORG	['https://twitter.com/kettlemorainelt/']
680606984	2014	C36	198469.0	WWW.BWHSMUSICBOOSTERS.ORG	[]
141956041	2015	C36	0.0	MSWWWO.COM	[]
770533914	2014	C36	883.0	WWW.COMMUNITYFORESTRYINTERNATIONAL.ORG	[]
200961315	2014	C40	266503.0	www.ProjectNative.org	[]
205539746	2015	C40	549764.0	www.spikenardfarm.org	[]
411291626	2015	C40	4682520.0	WWW.TREETRUST.ORG	[]
133570145	2015	C40	3467708.0	GARDENCONSERVANCY.ORG	[]
363621163	2014	C40	170002.0	www.chicagolandgrows.org	[]
742395097	2014	C41	2268809.0	WWW.BETTYFORDALPINEGARDENS.ORG	[]
237221209	2014	C41	1024363.0	WWW.FWBG.ORG	[]
941085734	2015	C41	2522398.0	MAGC.ORG	['https://twitter.com/share?url=https%3A%2F%2Fmaringarden.org%2Fevents%2Fthe-mt-tamalpais-florilegium-2%2F', 'https://twitter.com/share?url=https%3A%2F%2Fmaringarden.org%2Fevents%2Fspirit-of-place-with-bill-noble%2F', 'https://twitter.com/share?url=https%3A%2F%2Fmaringarden.org%2Fevents%2Fthe-mt-tamalpais-florilegium-3%2F']
470878581	2014	C41	4163064.0	www.tulsabotanic.org	[]
731293008	2014	C41	3393241.0	WWW.MYRIADGARDENS.ORG	['https://twitter.com/myriadgardens']
237102758	2014	C41	2209112.0	gardenpreserve.org	[]
364201695	2015	C41	1614862.0	andersongardens.org	['https://twitter.com/AndersonGardens']
431483357	2014	C41	6779084.0	WWW.POWELLGARDENS.ORG	['https://twitter.com/powellgardens']
742441468	2014	C41	1934644.0	SUSTAINABLEFOODCENTER.ORG	['https://twitter.com/SFClocal']
340239538	2014	C41	5146797.0	WWW.CBGARDEN.ORG	['http://twitter.com/cbgarden']
341350559	2014	C41	1389860.0	WWW.TOLEDOGARDEN.ORG	[]
581313284	2014	C41	27801086.0	WWW.ATLANTABG.ORG	[]
237037310	2014	C41	1692497.0	WWW.TUCSONBOTANICAL.ORG	['https://twitter.com/tucbotanical']
510252857	2014	C41	2004532.0	WWW.THEDCH.ORG	['https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F111911201884%2Fposts%2F10158466422286885', 'https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2FTheDCH.org%2Fphotos%2Fa.113226426884%2F10158461785471885%2F%3Ftype%3D3', 'https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2F111911201884%2Fposts%2F10158468296001885']
111635083	2014	C41	7458378.0	WWW.QUEENSBOTANICAL.ORG	['https://www.twitter.com/queensbotanicl']
61818302	2015	C41	7303351.0	WWW.ABESGARDEN.ORG	['https://twitter.com/abesgarden']
952511202	2015	C41	4067195.0	HTTP://WWW.DESCANSOGARDENS.ORG	['https://twitter.com/descansogardens']
237292454	2014	C41	2929781.0	WWW.STONECROP.ORG	[]
526057064	2014	C41	12141771.0	WWW.NTBG.ORG	['https://twitter.com/NTBG', 'https://twitter.com/ntbg']
561673281	2014	C41	2181655.0	WWW.CAPEFEARBG.ORG	[]
42104714	2014	C42	1736938.0	WWW.MASSHORT.ORG	['https://twitter.com/masshort']
611727426	2014	C42	691123.0	PACIFICBONSAIMUSEUM.ORG	[]
237346417	2015	C42	672191.0	www.garden.org, www.kidsgardening.org	[]
431306778	2014	C42	699671.0	www.gatewaygreening.org	['https://twitter.com/GatewayGreening', 'http://twitter.com/gatewaygreening']
741145998	2014	C42	730283.0	www.riveroaksgardenclub.org	[]
410635199	2014	C42	916994.0	WWW.NORTHERNGARDENER.ORG	['https://twitter.com/mnhort']
231352265	2014	C42	21094383.0	www.pennsylvaniahorticulturalsociety.org	['https://twitter.com/PHSgardening']
236268380	2014	C42	1268438.0	WWW.ENDOWMENT.ORG	['https://twitter.com/floralendowment']
208375561	2014	C42	2051466.0	WWW.CHARLESTONPARKSCONSERVANCY.ORG	[]
130854930	2014	C42	3023304.0	WWW.THEHORT.ORG	['https://twitter.com/thehort']
930884453	2014	C42	453559.0	WWW.HARDYPLANTSOCIETY.ORG	['https://twitter.com/HardyPlantOR']
362225482	2014	C42	66185119.0	www.chicagobotanic.org	['http://twitter.com/chicagobotanic']
251648405	2015	C42	2358931.0	WWW.PITTSBURGHBOTANICGARDEN.ORG	['https://twitter.com/PBGarden']
41988945	2015	C42	5699337.0	TOWERHILLBG.ORG	['https://twitter.com/TowerHillBG']
946088058	2014	C42	383135.0	www.invernessgardens.org	[]
580830578	2014	C42	453510.0	WWW.AMERICANCAMELLIAS.ORG	[]
590907136	2014	C42	628167.0	WWW.FFGC.ORG	['https://twitter.com/wildapricot']
273335090	2015	C42	524534.0	www.urbanoasisproject.org	['https://twitter.com/urbanoasisproj']
371404021	2014	C42	434607.0	WWW.UTILITYARBORIST.ORG	[]
581585989	2014	C42	1187879.0	WWW.AMERICANCAMELLIAS.ORG	[]
581744275	2014	C50	401251.0	CHESTCHATTRCD.ORG	[]
205013029	2014	C50	383876.0	WWW.SUSQUEHANNAGREENWAY.ORG	[]
841492275	2015	C50	1250215.0	WWW.GOLDBELTBYWAY.COM	[]
42693273	2014	C50	942271.0	WWW.BOSTONNATURAL.ORG	[]
133884881	2015	C50	936714.0	WWW.DESIGNTRUST.ORG	['https://twitter.com/hashtag/25for25?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/designtrustnyc', 'https://twitter.com/designtrustnyc/status/1319702902596947970?ref_src=twsrc%5Etfw']
760327389	2014	C50	6601388.0	www.hermannpark.org	['https://twitter.com/HermannPark']
870699956	2014	C50	991616.0	thetrailfoundation.org	[]
721499919	2014	C50	650779.0	WWW.KEEPLOUISIANABEAUTIFUL.ORG	['https://twitter.com/KeepLABeautiful']
592154072	2014	C50	414488.0	WWW.KEEPBREVARDBEAUTIFUL.COM	[]
251778057	2015	C50	1443065.0	WWW.TREEPITTSBURGH.ORG	['http://twitter.com/treepgh']
942699528	2014	C50	2407096.0	WWW.FUF.NET	['https://twitter.com/SFUrbanForester']
753253795	2014	C50	476897.0	HTTP://TRICYCLEGARDENS.ORG	[]
593150612	2014	C50	1018208.0	WWW.KEEPTAMPABAYBEAUTIFUL.ORG	[]
411358663	2015	C50	562317.0	www.metroblooms.org	['https://twitter.com/MetroBlooms']
161027136	2014	C50	3455975.0	NONE	[]
990259857	2014	C50	765517.0	WWW.CWDHAWAII.ORG	[]
581584758	2014	C50	4988942.0	WWW.TREESATLANTA.ORG	['https://twitter.com/TreesAtlanta']
421497912	2015	C50	876444.0	WWW.KEEPIOWABEAUTIFUL.COM	['https://twitter.com/KeepIABeautiful']
113579493	2014	C50	1266573.0	www.groundworkhv.org	['https://twitter.com/GroundworkHV', 'http://twitter.com/GroundworkHV']
800038573	2015	C50	1358005.0	www.greenwoodgardens.org	[]
510058593	2015	C60	5149436.0	WWW.BRANDYWINEWATERSHED.ORG	[]
516018321	2014	C60	4273581.0	www.DelawareNatureSociety.org	['https://twitter.com/DENatureSociety']
581505954	2015	C60	4147983.0	WWW.SOARNC.ORG	[]
510172331	2014	C60	3912531.0	www.wildcarebayarea.org	['https://twitter.com/wildcare']
43027900	2014	C60	8725224.0	www.thompsonisland.org	[]
150586270	2015	C60	4008820.0	WWW.ADK.ORG	['https://twitter.com/intent/user?screen_name=ADKmtnclub', 'https://twitter.com/adkmtnclub', 'https://twitter.com/LakePlacidNews/status/1319224585120776193', 'https://twitter.com/ADKmtnclub', 'https://twitter.com/LakePlacidNews']
42375956	2015	C60	4220035.0	WWW.OUTWARDBOUND.ORG	['http://twitter.com/share?url=http://www.outwardbound.org/', 'https://twitter.com/OutwardBoundUSA']
953941826	2014	C60	5714958.0	WWW.SURFRIDER.ORG	['https://www.twitter.com/Surfrider']
941539836	2014	C60	3137816.0	WWW.HIDDENVILLA.ORG	['https://twitter.com/hiddenvilla']
911327775	2015	C60	3814800.0	www.ncascades.org	[]
920074462	2014	C60	4864501.0	http://www.theboatcompany.org/	[]
560857708	2014	C60	12253832.0	WWW.NCOBS.ORG	[]
462525580	2014	C60	2877650.0	WWW.NEXTGENCLIMATE.ORG	['https://twitter.com/NextGenAmerica', 'https://twitter.com/NextGenAmerica?ref_src=twsrc%5Etfw', 'https://www.twitter.com/nextgenamerica']
770359133	2015	C60	3224045.0	risingsunenergy.org	['https://twitter.com/RisingSunOpp']
954031055	2014	C60	4207849.0	WWW.HEALTHEBAY.ORG	['https://twitter.com/healthebay']
510183410	2014	C60	4158611.0	THATSMYPARK.ORG	['https://twitter.com/thatsmypark', 'https://twitter.com/ThatsMyPark']
10269460	2014	C60	7227757.0	WWW.CHEWONKI.ORG	[]
237168440	2014	C60	8002847.0	WWW.EARTHWATCH.ORG	['https://twitter.com/earthwatch_org']
521231286	2014	C60	3068408.0	WWW.EXPLORENATURE.ORG	['https://twitter.com/IrvineNature']
410877459	2015	C60	3736204.0	WWW.VOBS.ORG	['//twitter.com/voyageurobs']
320195597	2014	C99	3661284.0	WWW.LEONAGROUP.COM	['https://twitter.com/JobsAtLeona']
331017279	2014	C99	364202.0	WWW.EARTHCARENM.ORG	['http://twitter.com/EarthCareSF', 'http://twitter.com/share']
200627004	2013	C99	395775.0	WWW.FUNDABORTIONNOW.ORG	[]
850346210	2014	C99	548778.0	WWW.THEWILDLIFECENTER.ORG	[]
820537849	2014	C99	517207.0	WWW.TETONVALLEYADVOCATES.ORG	[]
232589941	2014	C99	613392.0	WWW.SAFEHARBOREASTON.COM	[]
272760767	2015	C99	305038.0	WWW.GREENPARKINGCOUNCIL.ORG	['https://twitter.com/Parksmart']
10743018	2014	C99	671239.0	NMW.ORG	[]
383177183	2014	C99	234560.0	WWW.UMCCAMPS.ORG	[]
363964401	2014	C99	235689.0	WWW.BUFFALOFIELDCAMPAIGN.ORG	['https://twitter.com/BFC_WildBison']
721488935	2014	C99	220690.0	WWW.LABUCKETBRIGADE.ORG	['https://twitter.com/intent/like?tweet_id=1319622118062100481&related=annerolfes', 'https://twitter.com/labucketbrigade', 'https://twitter.com/intent/tweet?in_reply_to=1319622118062100481&related=annerolfes', 'https://twitter.com/intent/retweet?tweet_id=1319631824822435840&related=annerolfes', 'https://twitter.com/annerolfes/status/1319631824822435840', 'https://twitter.com/intent/user?screen_name=annerolfes', 'https://twitter.com/annerolfes', 'https://twitter.com/intent/like?tweet_id=1319631824822435840&related=annerolfes', 'https://twitter.com/BMarshallEnviro/status/1319327406285414401', 'https://twitter.com/intent/tweet?in_reply_to=1319327406285414401&related=BMarshallEnviro', 'https://twitter.com/intent/retweet?tweet_id=1319327406285414401&related=BMarshallEnviro', 'https://twitter.com/annerolfes/status/1319622118062100481', 'https://twitter.com/intent/tweet?in_reply_to=1319631824822435840&related=annerolfes', 'https://twitter.com/BMarshallEnviro', 'https://twitter.com/intent/like?tweet_id=1319327406285414401&related=BMarshallEnviro', 'https://twitter.com/intent/retweet?tweet_id=1319622118062100481&related=annerolfes']
463061287	2014	C99	15901220.0	WWW.ACCESSVENTURES.ORG	['https://twitter.com/AcsVentures']
470864821	2014	C99	565961.0	www.usgbcnj.org	[]
930935170	2014	C99	396778.0	centraloregonlandwatch.org	['https://twitter.com/OregonLandWatch']
311105800	2014	C99	236243.0	WWW.LTPO.ORG	[]
621247166	2014	C99	285534.0	WWW.NPI.ORG	[]
30278626	2014	C99	895105.0	WWW.NEWECONOMY.NET	['https://twitter.com/neweconomics', 'https://twitter.com/NewEconomics']
471213186	2014	C99	350000.0	WWW.CLEANENERGYCONSERVATIVES.COM	[]
371618863	2014	C99	10531836.0	WWW.TCNG.ORG	['https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.tcng.org&text=Hey%20check%20this%20out']
205835911	2014	C99	6671401.0	WWW.STTHERESEMN.ORG	['https://twitter.com/sainttheresemn?lang=en']
205953828	2014	D01	347971.0	WWW.THESHEPHERDHUMANESOCIETY.ORG	[]
954013155	2014	D0120	2298666.0	www.lcanimal.org	['https://twitter.com/LC4A']
260496845	2015	D0120	168815.0	ROZZIEMAY.ORG	[]
